state_abbr,state,year,yearend,topic,question,value,datavaluetype,datavalueunit,group_type,group
NH,New Hampshire,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",1440.0,Number,Number,Overall,Overall
NE,Nebraska,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.6,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
MT,Montana,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",4.1,Crude Rate,"cases per 100,000",Sex,Male
MT,Montana,2021,2021,Diabetes,Gestational diabetes among women with a recent live birth,16.9,Crude Prevalence,%,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
NE,Nebraska,2021,2021,Diabetes,Diabetes among adults,7.6,Age-adjusted Prevalence,%,Race/Ethnicity,"Multiracial, non-Hispanic"
NJ,New Jersey,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",6968.0,Number,Number,Overall,Overall
NC,North Carolina,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",4.3,Crude Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
NJ,New Jersey,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",3951.0,Number,Number,Sex,Male
NM,New Mexico,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",158.5,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
NY,New York,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",64.0,Number,Number,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
MT,Montana,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",44.0,Number,Number,Age,Age 0-44
NM,New Mexico,2021,2021,Diabetes,Diabetes among adults,20.6,Age-adjusted Prevalence,%,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
NC,North Carolina,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",116.0,Crude Rate,"cases per 100,000",Overall,Overall
NC,North Carolina,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.0,Crude Rate,"cases per 100,000",Age,Age 0-44
NC,North Carolina,2021,2021,Diabetes,Diabetes among adults,14.2,Age-adjusted Prevalence,%,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
NV,Nevada,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",92.7,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,Hispanic
NY,New York,2021,2021,Diabetes,Diabetes among adults,20.7,Age-adjusted Prevalence,%,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
MT,Montana,2021,2021,Diabetes,Gestational diabetes among women with a recent live birth,9.7,Crude Prevalence,%,Race/Ethnicity,Hispanic
NJ,New Jersey,2021,2021,Diabetes,Gestational diabetes among women with a recent live birth,14.3,Crude Prevalence,%,Race/Ethnicity,Hispanic
MT,Montana,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",3.7,Crude Rate,"cases per 100,000",Sex,Female
NM,New Mexico,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",28.0,Number,Number,Race/Ethnicity,"Asian, non-Hispanic"
NY,New York,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",83.5,Crude Rate,"cases per 100,000",Sex,Female
NY,New York,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",211.0,Number,Number,Race/Ethnicity,"White, non-Hispanic"
NH,New Hampshire,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",1175.0,Number,Number,Age,Age >=65
MT,Montana,2021,2021,Diabetes,Diabetes among adults,10.1,Crude Prevalence,%,Age,Age 45-64
NV,Nevada,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",5.9,Crude Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
NV,Nevada,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",3628.0,Number,Number,Overall,Overall
NY,New York,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.2,Age-adjusted Rate,"cases per 100,000",Sex,Male
NV,Nevada,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",5.0,Age-adjusted Rate,"cases per 100,000",Sex,Male
NE,Nebraska,2021,2021,Diabetes,Diabetes among adults,2.6,Crude Prevalence,%,Age,Age 18-44
NC,North Carolina,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.0,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
NV,Nevada,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",86.0,Number,Number,Race/Ethnicity,"White, non-Hispanic"
NM,New Mexico,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",89.7,Age-adjusted Rate,"cases per 100,000",Sex,Female
NE,Nebraska,2021,2021,Diabetes,Gestational diabetes among women with a recent live birth,9.3,Crude Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
NC,North Carolina,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",129.8,Crude Rate,"cases per 100,000",Sex,Male
NJ,New Jersey,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",26.0,Number,Number,Age,Age 0-44
NJ,New Jersey,2021,2021,Diabetes,Diabetes among adults,8.8,Age-adjusted Prevalence,%,Overall,Overall
NM,New Mexico,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",2090.0,Number,Number,Age,Age >=65
NY,New York,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",94.5,Crude Rate,"cases per 100,000",Overall,Overall
NJ,New Jersey,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",61.0,Crude Rate,"cases per 100,000",Age,Age 45-64
NH,New Hampshire,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",87.2,Crude Rate,"cases per 100,000",Sex,Female
NY,New York,2021,2021,Diabetes,Gestational diabetes among women with a recent live birth,10.6,Crude Prevalence,%,Race/Ethnicity,Hispanic
NC,North Carolina,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",95.2,Age-adjusted Rate,"cases per 100,000",Overall,Overall
NE,Nebraska,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",55.0,Number,Number,Overall,Overall
NC,North Carolina,2021,2021,Diabetes,Diabetes among adults,26.5,Crude Prevalence,%,Age,Age >=65
NH,New Hampshire,2021,2021,Diabetes,Diabetes among adults,8.7,Crude Prevalence,%,Overall,Overall
MT,Montana,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",1472.0,Number,Number,Overall,Overall
NH,New Hampshire,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",111.3,Crude Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
NM,New Mexico,2021,2021,Diabetes,Diabetes among adults,12.0,Age-adjusted Prevalence,%,Overall,Overall
NJ,New Jersey,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",108.5,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
MT,Montana,2021,2021,Diabetes,Diabetes among adults,16.3,Crude Prevalence,%,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
NH,New Hampshire,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.5,Age-adjusted Rate,"cases per 100,000",Overall,Overall
NC,North Carolina,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",390.0,Number,Number,Age,Age 0-44
NC,North Carolina,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",4.1,Crude Rate,"cases per 100,000",Age,Age 45-64
NJ,New Jersey,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.2,Age-adjusted Rate,"cases per 100,000",Sex,Male
NE,Nebraska,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",40.0,Number,Number,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
NJ,New Jersey,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",41.2,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Multiracial, non-Hispanic"
NC,North Carolina,2021,2021,Diabetes,Diabetes among adults,13.9,Age-adjusted Prevalence,%,Race/Ethnicity,Hispanic
NY,New York,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",91.6,Age-adjusted Rate,"cases per 100,000",Sex,Male
MT,Montana,2021,2021,Diabetes,Diabetes among adults,9.0,Crude Prevalence,%,Sex,Male
NE,Nebraska,2021,2021,Diabetes,Diabetes among adults,25.6,Age-adjusted Prevalence,%,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
NV,Nevada,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",29.5,Crude Rate,"cases per 100,000",Race/Ethnicity,"Multiracial, non-Hispanic"
NY,New York,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",435.0,Number,Number,Age,Age 0-44
NM,New Mexico,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",158.0,Crude Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
MT,Montana,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",3.9,Crude Rate,"cases per 100,000",Overall,Overall
NC,North Carolina,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.6,Crude Rate,"cases per 100,000",Sex,Female
NJ,New Jersey,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",64.1,Crude Rate,"cases per 100,000",Sex,Female
NC,North Carolina,2021,2021,Diabetes,Diabetes among adults,13.2,Crude Prevalence,%,Sex,Female
NM,New Mexico,2021,2021,Diabetes,Diabetes among adults,15.2,Crude Prevalence,%,Race/Ethnicity,Hispanic
NE,Nebraska,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",135.0,Number,Number,Race/Ethnicity,"Black, non-Hispanic"
MT,Montana,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",1216.0,Number,Number,Race/Ethnicity,"White, non-Hispanic"
NY,New York,2021,2021,Diabetes,Diabetes among adults,2.8,Crude Prevalence,%,Age,Age 18-44
NJ,New Jersey,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",209.0,Number,Number,Overall,Overall
NY,New York,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",100.3,Crude Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
NC,North Carolina,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",54.8,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Asian, non-Hispanic"
NE,Nebraska,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",112.2,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,Hispanic
NV,Nevada,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",146.0,Number,Number,Overall,Overall
MT,Montana,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",50.0,Number,Number,Race/Ethnicity,Hispanic
NH,New Hampshire,2021,2021,Diabetes,Diabetes among adults,6.3,Age-adjusted Prevalence,%,Sex,Female
NC,North Carolina,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.7,Crude Rate,"cases per 100,000",Overall,Overall
NC,North Carolina,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",163.0,Number,Number,Race/Ethnicity,"White, non-Hispanic"
MT,Montana,2021,2021,Diabetes,Diabetes among adults,3.2,Crude Prevalence,%,Age,Age 18-44
NJ,New Jersey,2021,2021,Diabetes,Diabetes among adults,9.6,Crude Prevalence,%,Sex,Female
NC,North Carolina,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",102.8,Crude Rate,"cases per 100,000",Sex,Female
NE,Nebraska,2021,2021,Diabetes,Diabetes among adults,14.8,Crude Prevalence,%,Race/Ethnicity,"Black, non-Hispanic"
NV,Nevada,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",1369.0,Number,Number,Sex,Female
NY,New York,2021,2021,Diabetes,Diabetes among adults,9.9,Crude Prevalence,%,Race/Ethnicity,"Multiracial, non-Hispanic"
NY,New York,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",46.0,Number,Number,Race/Ethnicity,"Multiracial, non-Hispanic"
NM,New Mexico,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",142.5,Crude Rate,"cases per 100,000",Age,Age 45-64
NJ,New Jersey,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",4220.0,Number,Number,Race/Ethnicity,"White, non-Hispanic"
NY,New York,2021,2021,Diabetes,Diabetes among adults,13.0,Age-adjusted Prevalence,%,Race/Ethnicity,"Multiracial, non-Hispanic"
NE,Nebraska,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.1,Crude Rate,"cases per 100,000",Sex,Female
NY,New York,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",138.9,Crude Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
NJ,New Jersey,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.6,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
NJ,New Jersey,2021,2021,Diabetes,Gestational diabetes among women with a recent live birth,10.9,Crude Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
NE,Nebraska,2021,2021,Diabetes,Diabetes among adults,9.2,Crude Prevalence,%,Sex,Female
NH,New Hampshire,2021,2021,Diabetes,Diabetes among adults,9.8,Crude Prevalence,%,Sex,Male
NE,Nebraska,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",2788.0,Number,Number,Overall,Overall
NV,Nevada,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.5,Crude Rate,"cases per 100,000",Age,Age 0-44
NY,New York,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",120.4,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
NV,Nevada,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",139.7,Crude Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
NC,North Carolina,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",145.0,Number,Number,Sex,Male
NE,Nebraska,2021,2021,Diabetes,Diabetes among adults,8.1,Age-adjusted Prevalence,%,Sex,Female
NM,New Mexico,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.9,Age-adjusted Rate,"cases per 100,000",Sex,Female
NJ,New Jersey,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",6.7,Crude Rate,"cases per 100,000",Age,Age >=65
NM,New Mexico,2021,2021,Diabetes,Diabetes among adults,8.1,Age-adjusted Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
MT,Montana,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",43.0,Number,Number,Overall,Overall
NE,Nebraska,2021,2021,Diabetes,Gestational diabetes among women with a recent live birth,9.6,Crude Prevalence,%,Race/Ethnicity,"Multiracial, non-Hispanic"
MT,Montana,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",123.3,Age-adjusted Rate,"cases per 100,000",Sex,Male
NM,New Mexico,2021,2021,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",5.6,Crude Rate,"cases per 100,000",Age,Age >=65
NJ,New Jersey,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",44.8,Age-adjusted Rate,"cases per 100,000",Sex,Female
NY,New York,2021,2021,Diabetes,Diabetes among adults,27.8,Crude Prevalence,%,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
NV,Nevada,2021,2021,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",177.3,Crude Rate,"cases per 100,000",Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
